question_id,research_question,dataset_id,label,label_source,review_status,notes
oc07_trial_outcome_measurements,检索 ClinicalTrials.gov 上带公开结局测量的乳腺癌试验，必须落到具体 NCT；GEO 与 DepMap 不是试验登记主库。,DepMap,not_relevant,official_candidate_draft_pending_xsc_review,approved,非临床试验。
oc08_cell_line_ic50_auc,乳腺癌细胞系对靶向药的 IC50 或 AUC 应来自 DepMap，且 response_domain 必须是 preclinical_cell_line；不得用患者 pCR 队列当正例。,DepMap,relevant,official_candidate_draft_pending_xsc_review,approved,细胞系药敏；response_domain 必须是 preclinical_cell_line。https://depmap.org/portal/
oc08_cell_line_ic50_auc,乳腺癌细胞系对靶向药的 IC50 或 AUC 应来自 DepMap，且 response_domain 必须是 preclinical_cell_line；不得用患者 pCR 队列当正例。,GSE76360,not_relevant,official_candidate_draft_pending_xsc_review,approved,患者治疗响应，不得与 IC50/AUC 混为正例。
oc08_cell_line_ic50_auc,乳腺癌细胞系对靶向药的 IC50 或 AUC 应来自 DepMap，且 response_domain 必须是 preclinical_cell_line；不得用患者 pCR 队列当正例。,GSE25066,not_relevant,official_candidate_draft_pending_xsc_review,approved,患者 pCR 注释，不是细胞系筛药。
oc08_cell_line_ic50_auc,乳腺癌细胞系对靶向药的 IC50 或 AUC 应来自 DepMap，且 response_domain 必须是 preclinical_cell_line；不得用患者 pCR 队列当正例。,CIViC,not_relevant,official_candidate_draft_pending_xsc_review,approved,知识证据，不是细胞系筛药表。
oc09_tnbc_receptor_screen,用受体字段筛选三阴性乳腺癌的患者分子队列；HER2 靶向 GEO 系列和 DepMap 细胞系不是本题正例。,TCGA-BRCA,relevant,official_candidate_draft_pending_xsc_review,approved,可用受体状态筛选 TNBC 患者分子。https://portal.gdc.cancer.gov/projects/TCGA-BRCA
oc09_tnbc_receptor_screen,用受体字段筛选三阴性乳腺癌的患者分子队列；HER2 靶向 GEO 系列和 DepMap 细胞系不是本题正例。,brca_metabric,relevant,official_candidate_draft_pending_xsc_review,approved,含 ER/PR/HER2 临床，可筛 TNBC。
oc09_tnbc_receptor_screen,用受体字段筛选三阴性乳腺癌的患者分子队列；HER2 靶向 GEO 系列和 DepMap 细胞系不是本题正例。,GSE76360,not_relevant,official_candidate_draft_pending_xsc_review,approved,该系列以 HER2 阳性靶向治疗为主，不是 TNBC 患者分子主队列。
oc09_tnbc_receptor_screen,用受体字段筛选三阴性乳腺癌的患者分子队列；HER2 靶向 GEO 系列和 DepMap 细胞系不是本题正例。,DepMap,not_relevant,official_candidate_draft_pending_xsc_review,approved,细胞系不是患者 TNBC 队列。
oc10_scanb_expression_clinical,SCAN-B 表达系列能否用于大规模转录组与临床特征关联？不要把它当成新辅助 pCR 专用试验或知识证据库。,GSE96058,relevant,official_candidate_draft_pending_xsc_review,approved,SCAN-B 大规模表达队列。https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE96058
oc10_scanb_expression_clinical,SCAN-B 表达系列能否用于大规模转录组与临床特征关联？不要把它当成新辅助 pCR 专用试验或知识证据库。,GSE25066,not_relevant,official_candidate_draft_pending_xsc_review,approved,不是 SCAN-B。
oc10_scanb_expression_clinical,SCAN-B 表达系列能否用于大规模转录组与临床特征关联？不要把它当成新辅助 pCR 专用试验或知识证据库。,NCT01104584,not_relevant,official_candidate_draft_pending_xsc_review,approved,临床试验登记，不是表达队列。
oc10_scanb_expression_clinical,SCAN-B 表达系列能否用于大规模转录组与临床特征关联？不要把它当成新辅助 pCR 专用试验或知识证据库。,CIViC,not_relevant,official_candidate_draft_pending_xsc_review,approved,非表达队列。
oc11_hr_positive_her2_negative_strata,激素受体阳性且 HER2 阴性的患者临床分层应使用含 ER/PR/HER2 临床字段的队列；以 HER2 阳性靶向治疗为主的 GEO 系列不得当本题主队列。,brca_metabric,relevant,official_candidate_draft_pending_xsc_review,approved,含激素受体与 HER2 临床分层。
oc11_hr_positive_her2_negative_strata,激素受体阳性且 HER2 阴性的患者临床分层应使用含 ER/PR/HER2 临床字段的队列；以 HER2 阳性靶向治疗为主的 GEO 系列不得当本题主队列。,TCGA-BRCA,relevant,official_candidate_draft_pending_xsc_review,approved,含受体临床字段。
oc11_hr_positive_her2_negative_strata,激素受体阳性且 HER2 阴性的患者临床分层应使用含 ER/PR/HER2 临床字段的队列；以 HER2 阳性靶向治疗为主的 GEO 系列不得当本题主队列。,GSE76360,not_relevant,official_candidate_draft_pending_xsc_review,approved,该测试队列以 HER2 阳性靶向治疗为主，不是 HR+/HER2- 主队列。
oc11_hr_positive_her2_negative_strata,激素受体阳性且 HER2 阴性的患者临床分层应使用含 ER/PR/HER2 临床字段的队列；以 HER2 阳性靶向治疗为主的 GEO 系列不得当本题主队列。,DepMap,not_relevant,official_candidate_draft_pending_xsc_review,approved,非患者。
